Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Accident_History,Fuel_Efficiency,Need_Maintenance,Warranty_Status,Days_To_Expiry,Age_Group,Service_Month
Suv,42789,Poor,0,5,Diesel,17826,2023-09-02,2025-02-22,First,2,14.684044814031529,0,Expired,-393,3-5 yrs,2023-09
Motorcycle,51534,Average,2,7,Electric,79576,2023-04-24,2025-07-17,First,0,14.497683432426587,1,Expired,-248,5-8 yrs,2023-04
Car,70175,Average,3,3,Petrol,59735,2023-07-30,2025-02-19,First,2,12.078233849986844,1,Expired,-396,2-3 yrs,2023-07
Motorcycle,47921,Average,2,7,Petrol,145735,2023-06-01,2024-07-30,Third,0,13.826706429542616,1,Expired,-600,5-8 yrs,2023-06
Motorcycle,68563,Average,2,8,Electric,66999,2023-10-16,2025-12-26,Second,3,19.21179446133933,1,Expired,-86,5-8 yrs,2023-10
Suv,38471,Poor,0,4,Diesel,30793,2023-06-05,2024-07-02,First,0,14.688512412640089,0,Expired,-628,3-5 yrs,2023-06
Bus,34932,Good,3,8,Petrol,133289,2023-12-13,2025-01-29,First,1,13.797953503973757,1,Expired,-417,5-8 yrs,2023-12
Truck,77951,Poor,1,5,Petrol,42234,2023-10-01,2025-06-04,Second,2,15.679719344523706,0,Expired,-291,3-5 yrs,2023-10
Truck,63360,Good,0,9,Electric,68082,2024-01-05,2024-08-20,Second,3,13.720032622296952,1,Expired,-579,Over 8 yrs,2024-01
Suv,49200,Average,5,5,Petrol,10413,2023-04-10,2025-04-23,Third,1,18.901573454404073,1,Expired,-333,3-5 yrs,2023-04
Bus,41553,Poor,3,4,Petrol,121495,2023-05-27,2025-11-09,Third,3,16.690416352757843,1,Expired,-133,3-5 yrs,2023-05
Truck,45930,Poor,1,3,Electric,115542,2023-07-03,2024-11-14,Second,1,18.947793851867957,1,Expired,-493,2-3 yrs,2023-07
Truck,77110,Good,2,3,Electric,82322,2024-01-20,2025-10-24,First,2,14.66872125337952,0,Expired,-149,2-3 yrs,2024-01
Bus,68371,Poor,1,9,Electric,26796,2023-04-19,2026-01-03,First,3,11.744040164911985,1,Expired,-78,Over 8 yrs,2023-04
Van,73579,Poor,2,4,Diesel,27453,2023-05-19,2025-12-13,Third,1,18.740365042639745,1,Expired,-99,3-5 yrs,2023-05
Bus,49869,Good,4,2,Diesel,20280,2024-02-11,2024-08-12,First,2,19.97259038789615,1,Expired,-587,1-2 yrs,2024-02
Suv,37027,Good,2,10,Electric,17387,2023-06-27,2025-12-10,First,1,13.709269462348878,1,Expired,-102,Over 8 yrs,2023-06
Motorcycle,32630,Poor,2,8,Electric,57295,2024-02-23,2026-02-23,Second,0,14.446285885503602,1,Expired,-27,5-8 yrs,2024-02
Bus,68297,Average,1,8,Diesel,123889,2023-09-24,2025-03-19,Third,1,18.681980425123896,0,Expired,-368,5-8 yrs,2023-09
Bus,31522,Average,1,1,Electric,127132,2023-06-05,2024-06-09,First,0,18.62059498344071,1,Expired,-651,Under 1 yr,2023-06
Motorcycle,70449,Poor,4,2,Electric,100818,2023-04-11,2025-08-21,Third,1,15.257712023246157,1,Expired,-213,1-2 yrs,2023-04
Van,65461,Poor,4,3,Diesel,113170,2023-04-13,2024-06-03,Third,1,10.777558220204536,1,Expired,-657,2-3 yrs,2023-04
Bus,53918,Poor,2,2,Petrol,91583,2023-11-25,2024-07-31,Second,2,15.49994441263618,1,Expired,-599,1-2 yrs,2023-11
Motorcycle,67903,Good,4,4,Electric,48274,2023-12-07,2025-03-06,Second,2,15.347065867127151,1,Expired,-381,3-5 yrs,2023-12
Suv,59244,Average,2,1,Petrol,34615,2024-02-09,2025-04-12,Third,0,15.176444659973397,0,Expired,-344,Under 1 yr,2024-02
Car,35418,Good,3,5,Electric,22479,2023-10-23,2024-09-11,Third,2,17.116858353160485,1,Expired,-557,3-5 yrs,2023-10
Motorcycle,36690,Average,1,6,Electric,70467,2023-10-15,2025-12-07,Second,0,19.984270453057576,0,Expired,-105,5-8 yrs,2023-10
Bus,67215,Good,5,8,Diesel,83651,2023-06-03,2024-06-23,Second,0,13.557935920987935,1,Expired,-637,5-8 yrs,2023-06
Car,64988,Average,5,10,Petrol,128256,2024-02-08,2025-10-23,Second,1,13.899575751132469,1,Expired,-150,Over 8 yrs,2024-02
Suv,74094,Good,3,10,Petrol,34823,2023-08-17,2024-12-28,Second,1,10.309612277168478,1,Expired,-449,Over 8 yrs,2023-08
Bus,45914,Good,3,3,Petrol,86945,2023-09-04,2024-08-18,Second,1,18.255848434624795,0,Expired,-581,2-3 yrs,2023-09
Motorcycle,74684,Poor,0,9,Diesel,119250,2024-01-05,2025-02-23,Second,0,19.199137061651925,0,Expired,-392,Over 8 yrs,2024-01
Suv,78369,Average,4,8,Petrol,65322,2023-04-04,2024-08-10,Second,0,14.860097913879038,1,Expired,-589,5-8 yrs,2023-04
Bus,53909,Average,3,10,Petrol,76117,2023-06-26,2025-02-28,First,1,18.449218484883996,1,Expired,-387,Over 8 yrs,2023-06
Suv,63173,Good,1,4,Diesel,128589,2023-05-28,2025-01-18,First,0,11.546167031882192,0,Expired,-428,3-5 yrs,2023-05
Truck,52008,Average,2,6,Diesel,107757,2024-02-03,2025-06-08,First,0,17.182839038434636,0,Expired,-287,5-8 yrs,2024-02
Truck,68284,Average,5,4,Electric,146674,2023-10-04,2025-11-15,First,1,18.931631173546116,1,Expired,-127,3-5 yrs,2023-10
Suv,43815,Good,0,3,Petrol,23889,2023-06-08,2025-11-16,First,1,15.843294277381764,1,Expired,-126,2-3 yrs,2023-06
Van,63126,Good,2,6,Electric,53166,2023-09-20,2026-02-23,First,3,18.77616032312916,1,Expired,-27,5-8 yrs,2023-09
Car,31346,Good,1,3,Electric,20509,2023-06-11,2025-11-09,Second,3,13.656218581204064,1,Expired,-133,2-3 yrs,2023-06
Truck,58342,Good,2,4,Diesel,115570,2023-05-31,2025-03-28,Second,2,16.457275421879157,1,Expired,-359,3-5 yrs,2023-05
Suv,52030,Average,5,9,Diesel,85210,2023-06-13,2024-07-29,Second,2,10.527944389367509,1,Expired,-601,Over 8 yrs,2023-06
Car,38851,Average,2,7,Diesel,140310,2024-02-01,2025-08-12,Second,3,19.914229973260262,0,Expired,-222,5-8 yrs,2024-02
Motorcycle,66532,Poor,1,9,Diesel,78724,2023-12-27,2024-11-01,First,0,17.154422365235476,1,Expired,-506,Over 8 yrs,2023-12
Suv,36717,Poor,1,9,Electric,139806,2023-06-20,2025-12-01,Third,3,12.230235050160596,1,Expired,-111,Over 8 yrs,2023-06
Motorcycle,68196,Poor,2,7,Petrol,149040,2023-09-14,2025-02-16,Third,3,17.219301135052298,1,Expired,-399,5-8 yrs,2023-09
Suv,66948,Good,2,6,Petrol,69242,2023-10-04,2025-07-04,First,1,11.773981706687245,0,Expired,-261,5-8 yrs,2023-10
Bus,52402,Good,1,4,Petrol,112775,2023-07-17,2025-04-02,First,3,11.645806188487878,1,Expired,-354,3-5 yrs,2023-07
Car,56835,Good,1,5,Diesel,113441,2023-10-14,2024-06-12,Second,0,18.519310976964004,1,Expired,-648,3-5 yrs,2023-10
Truck,77054,Good,5,8,Petrol,41253,2023-12-08,2026-03-01,Second,3,11.905836189803866,1,Expired,-21,5-8 yrs,2023-12
Bus,42873,Average,2,6,Diesel,104013,2024-02-04,2024-06-20,First,1,19.036267842855185,1,Expired,-640,5-8 yrs,2024-02
Suv,42016,Poor,2,6,Electric,21011,2023-12-15,2024-11-06,First,3,10.415195855922162,1,Expired,-501,5-8 yrs,2023-12
Truck,58919,Good,3,6,Petrol,8912,2024-02-14,2024-09-18,Third,0,17.65408917321904,0,Expired,-550,5-8 yrs,2024-02
Truck,30262,Average,5,10,Electric,12419,2024-02-02,2024-06-15,Second,0,14.262551934577486,1,Expired,-645,Over 8 yrs,2024-02
Van,44529,Poor,5,4,Diesel,80058,2024-01-13,2024-12-21,Second,1,14.278160416342052,1,Expired,-456,3-5 yrs,2024-01
Truck,60683,Good,2,6,Petrol,32129,2023-04-21,2025-12-21,Second,0,11.112183857666889,0,Expired,-91,5-8 yrs,2023-04
Car,58416,Poor,5,9,Diesel,28085,2023-04-29,2024-05-01,Third,1,19.521720227212175,1,Expired,-690,Over 8 yrs,2023-04
Truck,55302,Good,1,10,Diesel,21370,2023-11-27,2025-10-17,Third,0,19.55793866340489,1,Expired,-156,Over 8 yrs,2023-11
Bus,39193,Average,5,6,Diesel,45992,2023-05-14,2024-06-01,First,1,13.358221842630575,1,Expired,-659,5-8 yrs,2023-05
Truck,39492,Good,5,5,Diesel,78113,2023-04-13,2024-05-12,Third,2,11.460795154120934,1,Expired,-679,3-5 yrs,2023-04
Bus,70777,Good,1,9,Petrol,79729,2024-02-13,2024-06-02,Third,0,10.291446840843353,0,Expired,-658,Over 8 yrs,2024-02
Motorcycle,35325,Good,5,8,Electric,115696,2023-09-11,2024-10-12,Second,2,14.142922666137792,1,Expired,-526,5-8 yrs,2023-09
Bus,38208,Average,0,7,Petrol,24329,2023-10-17,2025-08-21,Second,3,14.566078468906449,1,Expired,-213,5-8 yrs,2023-10
Motorcycle,66439,Good,3,1,Diesel,126019,2023-06-03,2024-09-03,Third,0,12.73582639611315,1,Expired,-565,Under 1 yr,2023-06
Truck,49435,Good,1,2,Petrol,47323,2023-11-12,2024-10-10,Third,3,10.79851499209599,1,Expired,-528,1-2 yrs,2023-11
Motorcycle,79539,Average,1,1,Petrol,133348,2023-05-23,2024-08-24,Second,0,12.631819837574788,1,Expired,-575,Under 1 yr,2023-05
Suv,56464,Average,4,10,Electric,55534,2023-11-06,2026-02-22,Third,1,13.193686182355554,1,Expired,-28,Over 8 yrs,2023-11
Car,31863,Poor,1,1,Electric,31278,2023-07-10,2025-03-21,First,2,13.938159428582466,1,Expired,-366,Under 1 yr,2023-07
Van,58518,Average,5,6,Diesel,85157,2023-11-20,2024-05-30,Third,1,13.389610581506536,1,Expired,-661,5-8 yrs,2023-11
Van,53998,Average,2,7,Diesel,119860,2023-12-25,2024-06-30,Third,2,14.923391421037936,1,Expired,-630,5-8 yrs,2023-12
Car,78384,Poor,4,6,Electric,93069,2024-01-26,2025-05-15,Third,2,12.92077630403896,1,Expired,-311,5-8 yrs,2024-01
Bus,71401,Good,2,2,Electric,47386,2023-07-12,2024-09-03,First,3,17.992819755122294,1,Expired,-565,1-2 yrs,2023-07
Motorcycle,51824,Poor,0,5,Diesel,28369,2023-05-25,2024-07-02,First,1,10.587207068311722,1,Expired,-628,3-5 yrs,2023-05
Bus,54728,Good,4,6,Electric,55043,2023-09-12,2024-10-19,First,3,12.159039942349333,1,Expired,-519,5-8 yrs,2023-09
Car,61091,Average,0,10,Electric,149529,2023-08-07,2026-02-14,Second,2,11.075001747238622,1,Expired,-36,Over 8 yrs,2023-08
Bus,79410,Poor,3,9,Petrol,37010,2023-04-01,2025-11-29,First,3,17.700341010906392,1,Expired,-113,Over 8 yrs,2023-04
Suv,58074,Poor,2,3,Diesel,66362,2023-04-15,2025-09-29,Third,3,18.745298245733707,1,Expired,-174,2-3 yrs,2023-04
Truck,58375,Average,4,7,Electric,70151,2023-08-18,2024-10-10,Second,2,18.178047957214773,1,Expired,-528,5-8 yrs,2023-08
Suv,44975,Poor,3,4,Electric,34216,2023-12-18,2025-08-15,First,0,13.201108575615509,1,Expired,-219,3-5 yrs,2023-12
Truck,35331,Poor,2,9,Electric,148408,2023-10-06,2024-07-25,First,0,17.34908507713756,1,Expired,-605,Over 8 yrs,2023-10
Car,45922,Good,2,2,Electric,83781,2023-12-18,2024-06-16,Second,2,16.542060992950443,1,Expired,-644,1-2 yrs,2023-12
Van,35364,Poor,4,9,Diesel,1127,2023-04-11,2025-02-28,First,1,13.05330974692178,1,Expired,-387,Over 8 yrs,2023-04
Car,65486,Average,2,4,Diesel,67342,2023-06-21,2024-10-15,Second,0,14.855675702889975,1,Expired,-523,3-5 yrs,2023-06
Van,42998,Poor,3,5,Diesel,122419,2023-07-15,2025-03-19,Third,2,16.753924677362697,1,Expired,-368,3-5 yrs,2023-07
Car,69384,Average,3,1,Electric,42805,2023-12-15,2025-02-22,First,2,13.237126259841732,1,Expired,-393,Under 1 yr,2023-12
Truck,45264,Poor,4,10,Diesel,117943,2023-07-14,2026-02-15,Second,2,16.0876482926648,1,Expired,-35,Over 8 yrs,2023-07
Van,67361,Average,4,8,Electric,28396,2023-06-03,2025-07-21,First,0,17.67274421618287,1,Expired,-244,5-8 yrs,2023-06
Car,54457,Poor,2,7,Petrol,131990,2023-06-29,2024-12-17,Third,2,10.995564885802656,1,Expired,-460,5-8 yrs,2023-06
Motorcycle,74811,Good,0,9,Diesel,80608,2023-05-19,2025-07-26,Third,1,19.309309330478957,1,Expired,-239,Over 8 yrs,2023-05
Van,75345,Poor,0,9,Diesel,103090,2023-12-19,2025-11-28,Second,3,16.36569504504869,1,Expired,-114,Over 8 yrs,2023-12
Motorcycle,48045,Average,0,7,Petrol,72618,2023-09-15,2024-12-09,First,1,11.777276065568785,1,Expired,-468,5-8 yrs,2023-09
Car,61044,Poor,5,10,Petrol,7681,2024-01-18,2024-12-12,Second,3,18.828485594738872,1,Expired,-465,Over 8 yrs,2024-01
Car,49644,Poor,3,4,Diesel,126136,2024-01-05,2024-12-15,Third,2,14.704342894024345,1,Expired,-462,3-5 yrs,2024-01
Suv,45191,Average,0,2,Electric,4725,2023-08-08,2025-08-04,Second,0,17.443423944243,1,Expired,-230,1-2 yrs,2023-08
Motorcycle,61159,Average,2,5,Diesel,132803,2023-11-15,2025-05-23,Third,0,17.126576551438635,0,Expired,-303,3-5 yrs,2023-11
Van,55788,Average,4,10,Diesel,23497,2024-01-01,2024-06-14,First,1,11.738461086489762,1,Expired,-646,Over 8 yrs,2024-01
Motorcycle,43704,Average,2,8,Petrol,104081,2024-01-16,2024-11-10,First,0,10.406559246048742,0,Expired,-497,5-8 yrs,2024-01
Truck,52620,Poor,1,8,Diesel,6088,2023-09-10,2025-03-07,Third,1,16.906329333580715,0,Expired,-380,5-8 yrs,2023-09
Van,65421,Good,3,9,Petrol,149669,2023-09-16,2025-03-07,First,0,16.630530396723422,1,Expired,-380,Over 8 yrs,2023-09
Bus,30389,Good,5,2,Electric,63012,2024-01-30,2026-01-20,Third,0,15.304440047807953,1,Expired,-61,1-2 yrs,2024-01
Suv,38392,Poor,3,1,Diesel,129460,2023-08-23,2026-03-28,First,1,19.088069435063485,1,Active,6,Under 1 yr,2023-08
Bus,46519,Good,4,10,Electric,26476,2023-11-29,2025-02-21,Third,2,10.291951996703084,1,Expired,-394,Over 8 yrs,2023-11
Suv,69217,Poor,1,10,Electric,48241,2023-11-16,2025-04-09,Second,1,18.822145167794584,1,Expired,-347,Over 8 yrs,2023-11
Bus,54676,Poor,4,2,Petrol,104444,2023-09-20,2025-12-01,First,3,15.461771713279798,1,Expired,-111,1-2 yrs,2023-09
Van,79801,Good,4,3,Electric,71877,2023-09-25,2024-10-14,First,2,15.048517805654823,1,Expired,-524,2-3 yrs,2023-09
Truck,35051,Poor,3,6,Petrol,91913,2023-08-22,2025-02-19,Second,2,12.375204008794316,1,Expired,-396,5-8 yrs,2023-08
Truck,78345,Poor,3,4,Diesel,119762,2023-11-19,2025-10-02,Third,2,13.77107483914381,1,Expired,-171,3-5 yrs,2023-11
Van,47868,Good,5,2,Diesel,33117,2023-07-07,2025-12-05,First,1,15.984728616911198,1,Expired,-107,1-2 yrs,2023-07
Truck,49125,Average,0,9,Petrol,89732,2023-07-14,2025-10-04,Third,3,12.187517301404398,1,Expired,-169,Over 8 yrs,2023-07
Car,33557,Good,2,8,Diesel,55353,2023-08-27,2025-09-16,First,3,17.48880078990277,1,Expired,-187,5-8 yrs,2023-08
Suv,76559,Poor,5,2,Petrol,130870,2023-04-09,2024-06-18,Third,1,15.73338090844036,1,Expired,-642,1-2 yrs,2023-04
Bus,77783,Good,5,4,Petrol,27983,2023-10-26,2026-03-25,Second,1,13.58266067236221,1,Active,3,3-5 yrs,2023-10
Truck,53576,Average,0,5,Electric,37447,2024-01-10,2025-09-04,Second,1,17.49710211896458,0,Expired,-199,3-5 yrs,2024-01
Motorcycle,65797,Average,3,2,Diesel,118020,2023-06-15,2025-12-13,Second,3,14.871102579679103,1,Expired,-99,1-2 yrs,2023-06
Truck,46950,Average,5,1,Electric,141845,2023-07-20,2025-05-30,Second,2,16.8640954749186,1,Expired,-296,Under 1 yr,2023-07
Bus,41322,Average,3,9,Diesel,103976,2023-11-25,2025-10-31,Third,0,17.492879073916836,1,Expired,-142,Over 8 yrs,2023-11
Truck,38429,Good,4,3,Diesel,132357,2024-01-07,2025-11-02,Second,1,14.17875086304208,1,Expired,-140,2-3 yrs,2024-01
Truck,62238,Good,3,2,Electric,17475,2023-05-27,2025-01-24,Second,2,13.574538885396445,1,Expired,-422,1-2 yrs,2023-05
Truck,47494,Good,5,3,Electric,113078,2023-04-21,2025-07-18,Second,3,17.852068873419267,1,Expired,-247,2-3 yrs,2023-04
Motorcycle,68049,Poor,2,1,Petrol,118138,2023-07-02,2024-07-14,First,1,18.15497602646047,1,Expired,-616,Under 1 yr,2023-07
Car,47905,Average,4,6,Diesel,92504,2023-05-01,2024-10-09,Second,1,11.932251398554078,1,Expired,-529,5-8 yrs,2023-05
Bus,75691,Average,1,8,Electric,58209,2023-11-20,2025-11-17,Second,2,18.917881815874637,1,Expired,-125,5-8 yrs,2023-11
Truck,46560,Good,1,5,Diesel,64997,2023-11-25,2025-06-20,Third,3,17.87728711668365,1,Expired,-275,3-5 yrs,2023-11
Car,46395,Average,0,4,Petrol,50317,2023-08-13,2025-12-21,First,0,12.535494036210434,0,Expired,-91,3-5 yrs,2023-08
Truck,56234,Good,2,8,Diesel,80053,2023-04-09,2024-06-19,First,2,11.595421089529015,0,Expired,-641,5-8 yrs,2023-04
Motorcycle,54456,Average,3,7,Petrol,68859,2024-02-18,2025-11-07,Third,3,18.158643263570184,1,Expired,-135,5-8 yrs,2024-02
Car,78848,Good,4,2,Electric,7180,2023-07-31,2025-07-05,Third,1,18.288600381490152,1,Expired,-260,1-2 yrs,2023-07
Van,72895,Average,0,8,Petrol,59433,2023-04-30,2025-09-03,First,1,13.75192981553934,0,Expired,-200,5-8 yrs,2023-04
Truck,46417,Average,4,8,Petrol,109772,2023-11-04,2024-09-01,First,2,10.072269701173065,1,Expired,-567,5-8 yrs,2023-11
Car,76247,Poor,0,10,Diesel,134027,2023-10-26,2025-02-08,Third,3,19.525252656837957,0,Expired,-407,Over 8 yrs,2023-10
Van,77457,Average,1,5,Diesel,115744,2023-12-18,2025-09-29,Second,0,18.880295658238794,0,Expired,-174,3-5 yrs,2023-12
Suv,31640,Average,2,9,Electric,107892,2024-01-12,2024-08-12,Third,0,16.040339443589275,0,Expired,-587,Over 8 yrs,2024-01
Car,56549,Average,0,3,Petrol,126192,2024-01-03,2026-02-25,Third,0,12.216244982488607,1,Expired,-25,2-3 yrs,2024-01
Van,52041,Poor,5,4,Electric,141453,2024-01-27,2025-12-17,Second,3,19.051629592646513,1,Expired,-95,3-5 yrs,2024-01
Motorcycle,74585,Good,5,2,Diesel,38716,2023-10-02,2024-05-28,Third,2,11.373212448194398,1,Expired,-663,1-2 yrs,2023-10
Motorcycle,40783,Poor,3,7,Diesel,126366,2023-12-03,2025-08-25,Second,0,19.417495928589304,1,Expired,-209,5-8 yrs,2023-12
Bus,44429,Poor,0,7,Petrol,113397,2023-12-20,2025-01-19,Third,0,12.871728402236286,1,Expired,-427,5-8 yrs,2023-12
Suv,76868,Average,1,7,Electric,46057,2023-08-23,2025-11-05,First,3,11.894850812331004,1,Expired,-137,5-8 yrs,2023-08
Truck,49347,Good,0,8,Electric,36100,2024-01-30,2025-03-27,First,3,10.762026502246274,1,Expired,-360,5-8 yrs,2024-01
Car,45229,Good,1,5,Electric,92363,2023-04-02,2025-08-03,First,3,14.779959751454436,1,Expired,-231,3-5 yrs,2023-04
Van,32205,Poor,0,3,Electric,116354,2023-08-18,2025-05-28,Second,1,17.35827100521275,0,Expired,-298,2-3 yrs,2023-08
Truck,71241,Good,2,10,Petrol,64322,2023-09-10,2025-11-22,Second,3,19.56399350104011,1,Expired,-120,Over 8 yrs,2023-09
Motorcycle,34020,Average,4,4,Electric,106095,2023-07-08,2025-06-16,First,0,11.36783039905941,1,Expired,-279,3-5 yrs,2023-07
Motorcycle,41837,Average,0,6,Diesel,120661,2023-08-03,2024-05-19,Second,2,18.34088676505199,1,Expired,-672,5-8 yrs,2023-08
Motorcycle,48901,Average,3,10,Electric,23442,2024-01-07,2024-09-05,Second,2,13.600286496595656,1,Expired,-563,Over 8 yrs,2024-01
Motorcycle,38402,Average,0,7,Electric,15052,2023-06-10,2026-02-07,Second,3,19.04266027763442,1,Expired,-43,5-8 yrs,2023-06
Truck,63117,Poor,4,2,Electric,135473,2023-04-05,2025-12-29,Second,2,19.2711954260787,1,Expired,-83,1-2 yrs,2023-04
Truck,43446,Average,4,3,Diesel,21045,2023-08-01,2025-07-20,Second,0,18.711269963422176,1,Expired,-245,2-3 yrs,2023-08
Bus,49348,Good,0,10,Diesel,10398,2023-04-05,2025-05-11,Third,0,17.663696269704303,0,Expired,-315,Over 8 yrs,2023-04
Bus,38861,Poor,0,5,Petrol,57566,2023-06-02,2024-09-19,First,1,12.421875591192093,0,Expired,-549,3-5 yrs,2023-06
Car,42358,Poor,0,4,Petrol,1447,2023-10-28,2025-10-19,Third,2,16.62990535151642,1,Expired,-154,3-5 yrs,2023-10
Bus,50214,Poor,4,5,Electric,80309,2023-05-31,2024-08-18,First,0,11.39830405734986,1,Expired,-581,3-5 yrs,2023-05
Suv,47501,Good,5,6,Electric,69863,2024-02-09,2024-09-25,Second,0,14.523224493274132,1,Expired,-543,5-8 yrs,2024-02
Suv,57040,Average,5,2,Petrol,62398,2024-01-07,2024-05-08,First,2,16.618571817889176,1,Expired,-683,1-2 yrs,2024-01
Motorcycle,43226,Good,1,6,Diesel,136048,2023-10-03,2025-06-24,First,0,18.168989174165848,0,Expired,-271,5-8 yrs,2023-10
Truck,62441,Good,3,7,Diesel,57231,2023-11-26,2024-05-28,Second,3,18.492808942458915,1,Expired,-663,5-8 yrs,2023-11
Car,68431,Poor,0,6,Diesel,12952,2023-06-24,2024-11-21,First,3,16.75089091895755,1,Expired,-486,5-8 yrs,2023-06
Bus,63229,Average,5,3,Electric,99581,2023-07-10,2024-07-09,First,1,15.002531957659013,1,Expired,-621,2-3 yrs,2023-07
Van,32633,Average,1,10,Petrol,24936,2023-05-28,2024-08-18,Second,2,14.517040990603764,0,Expired,-581,Over 8 yrs,2023-05
Suv,58256,Good,4,9,Diesel,40029,2023-06-13,2025-12-08,Third,0,12.812551273144855,1,Expired,-104,Over 8 yrs,2023-06
Truck,72037,Poor,1,9,Diesel,21347,2023-09-21,2025-03-03,First,0,11.568550577201544,0,Expired,-384,Over 8 yrs,2023-09
Truck,76947,Poor,2,1,Petrol,73620,2023-04-23,2025-11-10,Third,0,12.660291713051038,1,Expired,-132,Under 1 yr,2023-04
Car,42695,Poor,0,10,Electric,129731,2024-02-23,2025-05-11,First,0,17.959093811481814,1,Expired,-315,Over 8 yrs,2024-02
Car,65186,Poor,3,9,Petrol,68972,2023-03-31,2026-03-20,Second,0,11.104789999075008,1,Expired,-2,Over 8 yrs,2023-03
Bus,43953,Average,4,10,Diesel,78059,2023-07-07,2024-10-17,Third,2,12.314530958034627,1,Expired,-521,Over 8 yrs,2023-07
Truck,60181,Good,5,8,Diesel,125973,2023-07-03,2025-12-27,Second,3,12.263239308919598,1,Expired,-85,5-8 yrs,2023-07
Car,65538,Average,5,4,Electric,55459,2023-09-09,2025-08-11,Third,0,18.99243114143203,1,Expired,-223,3-5 yrs,2023-09
Bus,41045,Good,3,8,Petrol,125068,2023-05-07,2024-12-06,Third,2,17.999910346106432,0,Expired,-471,5-8 yrs,2023-05
Suv,71188,Good,1,9,Electric,18131,2023-08-22,2025-08-21,Second,3,11.69748819406461,0,Expired,-213,Over 8 yrs,2023-08
Car,48190,Good,3,10,Petrol,132445,2023-10-27,2025-06-06,First,3,13.488799191214849,0,Expired,-289,Over 8 yrs,2023-10
Suv,44169,Poor,0,6,Diesel,45749,2023-10-30,2024-05-17,Second,1,16.43520039517338,0,Expired,-674,5-8 yrs,2023-10
Car,62258,Average,4,1,Electric,3952,2023-10-01,2024-07-08,Second,1,16.678752244283153,1,Expired,-622,Under 1 yr,2023-10
Bus,30944,Poor,1,2,Diesel,60487,2023-04-24,2025-08-30,First,1,16.411807613470685,0,Expired,-204,1-2 yrs,2023-04
Motorcycle,70501,Good,3,2,Diesel,90645,2023-04-20,2024-09-03,Third,2,10.795684059995285,0,Expired,-565,1-2 yrs,2023-04
Truck,51756,Poor,0,2,Electric,69738,2023-06-21,2024-09-01,Second,0,12.995048112888924,0,Expired,-567,1-2 yrs,2023-06
Suv,41674,Poor,1,8,Electric,46852,2023-07-04,2024-10-01,Second,3,13.791723279237916,1,Expired,-537,5-8 yrs,2023-07
Suv,77350,Average,2,3,Electric,103624,2023-05-10,2025-10-16,Second,1,17.724023770291353,1,Expired,-157,2-3 yrs,2023-05
Car,37782,Poor,0,4,Electric,133153,2023-03-31,2025-04-19,First,3,12.62910808365629,1,Expired,-337,3-5 yrs,2023-03
Truck,69605,Poor,0,3,Petrol,128918,2023-10-26,2024-07-12,First,1,10.63222228917376,1,Expired,-618,2-3 yrs,2023-10
Suv,59957,Average,0,7,Diesel,87260,2023-04-04,2025-10-01,Third,2,18.84283263754704,0,Expired,-172,5-8 yrs,2023-04
Motorcycle,55204,Poor,2,3,Electric,115536,2023-10-10,2026-03-12,First,1,18.937108420714154,1,Expired,-10,2-3 yrs,2023-10
Car,78742,Good,5,3,Diesel,129443,2023-09-28,2025-12-04,First,2,11.077189756857186,1,Expired,-108,2-3 yrs,2023-09
Motorcycle,40790,Average,2,1,Petrol,19724,2023-07-10,2024-05-06,Third,3,11.954448127956136,1,Expired,-685,Under 1 yr,2023-07
Motorcycle,42934,Good,3,2,Petrol,125442,2023-09-19,2024-09-27,First,2,18.378836044642227,0,Expired,-541,1-2 yrs,2023-09
Bus,67993,Average,3,2,Electric,49045,2023-09-01,2025-01-30,Third,3,17.035609278073455,1,Expired,-416,1-2 yrs,2023-09
Suv,35239,Average,5,2,Electric,111372,2023-08-28,2025-11-02,Third,0,17.16534623759567,1,Expired,-140,1-2 yrs,2023-08
Truck,47357,Good,3,6,Diesel,5931,2024-02-08,2024-11-29,Second,0,19.631398823525807,1,Expired,-478,5-8 yrs,2024-02
Car,34337,Average,3,3,Electric,45496,2023-09-14,2025-01-06,Second,1,19.162265930224965,1,Expired,-440,2-3 yrs,2023-09
Bus,34789,Average,4,5,Diesel,68233,2024-01-03,2025-04-07,First,3,16.965080835630086,1,Expired,-349,3-5 yrs,2024-01
Car,33791,Average,4,9,Electric,21234,2023-10-18,2025-10-01,Third,1,10.20974687805604,1,Expired,-172,Over 8 yrs,2023-10
Car,41333,Average,1,1,Electric,58119,2024-02-08,2026-03-12,First,1,16.686880571407016,0,Expired,-10,Under 1 yr,2024-02
Bus,50177,Average,0,6,Petrol,120625,2023-05-25,2024-10-24,Second,2,15.132049051903028,1,Expired,-514,5-8 yrs,2023-05
Motorcycle,48705,Good,1,7,Electric,65754,2024-01-15,2024-07-27,Second,1,11.681648620281832,1,Expired,-603,5-8 yrs,2024-01
Car,65466,Poor,0,4,Diesel,78789,2023-09-21,2025-10-09,First,1,16.65349258341142,0,Expired,-164,3-5 yrs,2023-09
Suv,38849,Good,2,5,Electric,136917,2023-12-22,2025-12-14,Second,1,12.127178454506147,1,Expired,-98,3-5 yrs,2023-12
